PolicyID,PolicyType,Title,Description,EffectiveDate,LastUpdated
POL698,Graduation,Thesis/Capstone Submission,"The Thesis/Capstone Submission specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-05-18,2021-03-10
POL699,Tuition,Undergraduate Tuition Fees,"The Undergraduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2022-06-24,2022-09-10
POL700,Exams,Exam Retake Rules,"The Exam Retake Rules sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-10-29,2021-07-06
POL701,Exams,Make-up Exam Procedures,"The Make-up Exam Procedures sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-02-13,2020-12-09
POL702,Admissions,Graduate Program Admission Criteria,"The Graduate Program Admission Criteria outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-01-17,2020-10-25
POL703,Admissions,Graduate Program Admission Criteria,"The Graduate Program Admission Criteria outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2021-06-24,2021-07-28
POL704,Exams,Grading Scale and GPA Calculation,"The Grading Scale and GPA Calculation sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2022-08-26,2023-08-04
POL705,Tuition,Graduate Tuition Fees,"The Graduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2022-07-14,2022-10-07
POL706,Tuition,Undergraduate Tuition Fees,"The Undergraduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-03-03,2020-07-23
POL707,Tuition,Refund Policy on Withdrawal,"The Refund Policy on Withdrawal provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-08-24,2021-02-19
POL708,Scholarships,Need-Based Financial Aid,"The Need-Based Financial Aid explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2020-04-25,2020-11-09
POL709,Graduation,Graduation Fee Policy,"The Graduation Fee Policy specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-03-15,2021-01-28
POL710,Tuition,Graduate Tuition Fees,"The Graduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2021-12-13,2022-07-21
POL711,Scholarships,Need-Based Financial Aid,"The Need-Based Financial Aid explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2020-07-04,2021-04-19
POL712,Exams,Make-up Exam Procedures,"The Make-up Exam Procedures sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2021-06-15,2022-01-09
POL713,Admissions,Transfer Student Policy,"The Transfer Student Policy outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2022-05-08,2023-01-23
POL714,Exams,Make-up Exam Procedures,"The Make-up Exam Procedures sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2021-05-02,2021-06-05
POL715,Tuition,Installment Plans,"The Installment Plans provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2021-03-18,2021-11-16
POL716,Scholarships,Sports Scholarships,"The Sports Scholarships explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2022-05-29,2022-07-30
POL717,Admissions,Graduate Program Admission Criteria,"The Graduate Program Admission Criteria outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-01-02,2020-12-12
POL718,Admissions,Undergraduate Application Requirements,"The Undergraduate Application Requirements outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2021-11-02,2022-04-28
POL719,Exams,Exam Retake Rules,"The Exam Retake Rules sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2022-08-10,2023-05-21
POL720,Graduation,Commencement Ceremony Guidelines,"The Commencement Ceremony Guidelines specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-01-06,2020-07-26
